name,logS,smiles
Trifluralin,-5.68,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
triforine,-4.19,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl
Trimazosin,-3.638,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC
Triphenylene,-6.726,c1ccc2c(c1)c1ccccc1c1ccccc21
tubercidin,-1.95,Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O
uracil,-1.488,O=c1cc[nH]c(=O)[nH]1
Urea,0.96,NC(N)=O
uric acid,-3.93,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
Valeraldehyde,-0.85,CCCCC=O
vamidothion,1.144,CNC(=O)C(C)SCCSP(=O)(OC)OC
Vinclozolin,-4.925,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
Xipamide,-3.79,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O
XMC,-2.581,CNC(=O)Oc1cc(C)cc(C)c1
